head_cam_distance,gaze_distance,face_detection_confidence,engagement
3.922838490800010618e+02,1.271749518172282762e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.999557238006775037e+02,1.583392128440245301e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.993960234220600114e+02,1.631739410379063884e+02,9.549999999999999600e-01,1.000000000000000000e+00
3.860307640955439865e+02,1.640274751248631162e+02,9.549999999999999600e-01,1.000000000000000000e+00
3.689081378889779899e+02,1.715916584674883723e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.649688734166700783e+02,1.635175000341091618e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.480278319958958377e+02,1.198578743576273382e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.110216986410146660e+02,1.133705867551334450e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.849839319380436677e+02,1.212735390697027356e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.718504352231558414e+02,1.262404719395060511e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.645867223289405956e+02,1.196468817917845087e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.642900461748015459e+02,1.103701747500400501e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.690806549963176622e+02,1.257790861935393565e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.748361045518116725e+02,1.331557315473918379e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.858607967238940546e+02,1.301234703631130856e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.853472879378168159e+02,1.249046384173534818e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.754182047793386232e+02,1.176662131586760722e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.734193163762333256e+02,1.111568910823959584e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.695326789184484255e+02,1.308139049897952759e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.720595632822192442e+02,1.309437227995809394e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.744577170473287993e+02,1.174344841240964143e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.733804582349026191e+02,1.296898089894125690e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.742483007092662319e+02,1.111482563827091923e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.947917051679023643e+02,5.462449905157000529e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.929378148123716414e+02,7.116068132662198309e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.694743716339733623e+02,9.672964212292951913e+01,7.700000000000000178e-01,1.000000000000000000e+00
2.415755161435032790e+02,1.150514404328558697e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.406246614669288988e+02,1.444532836606319108e+02,9.050000000000000266e-01,1.000000000000000000e+00
2.355064482499791723e+02,1.645296644334322593e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.408129677806435893e+02,1.748614913838073051e+02,8.199999999999999512e-01,1.000000000000000000e+00
2.404159968651347015e+02,1.972614490663288791e+02,8.499999999999999778e-01,1.000000000000000000e+00
2.447130533204703795e+02,1.681226414063341394e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.524290192037976794e+02,1.055324501905340355e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.558949809255628622e+02,1.078640044276423993e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.617572460993521872e+02,1.072631400711370873e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.610552034447744063e+02,9.793418559483018271e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.614541278481455038e+02,9.833734097264493812e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.593791448220266602e+02,9.329335305539594003e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.551384153397192449e+02,9.455914962697650594e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.521449869273148465e+02,9.636463452916679273e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.513746789045245009e+02,9.935394271758751472e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.521392368655659197e+02,1.113595989881308554e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.543761167424798941e+02,1.094281755757818644e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.546823960108639540e+02,9.980281440015386352e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.539691908232090327e+02,9.991702181517392489e+01,9.050000000000000266e-01,1.000000000000000000e+00
2.519556084276589161e+02,8.959715191349111763e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.497483927324750823e+02,9.107550907077083480e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.260419850942456037e+02,1.331847037654695782e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.140195160785451094e+02,1.529109165567270168e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.241479017306556045e+02,1.356034693985473041e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.315238963312677072e+02,1.023713083072592696e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.247699616594286738e+02,1.028099970987380374e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.271367045581812647e+02,2.337871045625084037e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.329633743634740881e+02,2.044522845501891766e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.511580155905191134e+02,1.050678723820693534e+02,9.050000000000000266e-01,1.000000000000000000e+00
2.718059586593037125e+02,9.953005838913861680e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.767785019890613967e+02,1.050963660527960997e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.425921836770831987e+02,1.023994328573885468e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.222471822093588969e+02,9.070966581863588374e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.810714046982926675e+02,1.487375144802643092e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.802331883422000374e+02,1.422473145046700154e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.793186872423264617e+02,1.120847335073389388e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.748532717314868137e+02,1.000575905644853663e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.640771470631081570e+02,7.867680788830330130e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.561803869368330879e+02,8.315470955126539820e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.509030603934612600e+02,9.433678694505371709e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.517484979769058668e+02,9.291100889138792240e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.552728341067332849e+02,8.699653449524141990e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.588256139174675923e+02,8.160653935405787252e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.617162264378706027e+02,8.576068615870723022e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.569967013384788856e+02,1.304952670115389139e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.436967267482417583e+02,1.150788131764540623e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.415575745834983081e+02,1.211248099555091216e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.496735000694900179e+02,1.434279770631793838e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.574530145223202453e+02,1.590043875171346599e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.769594032508171608e+02,1.648474447807988668e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.818469509308924899e+02,5.278324094225602181e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.980893009093111914e+02,8.852238663926434015e+01,9.050000000000000266e-01,1.000000000000000000e+00
3.607302776608581780e+02,9.525470433703884510e+01,9.300000000000000488e-01,1.000000000000000000e+00
3.730505772185409796e+02,8.517236475875681379e+01,9.300000000000000488e-01,1.000000000000000000e+00
3.849893454358560234e+02,1.117787725676930819e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.877003284434093757e+02,1.244853597733070956e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.875612223897309718e+02,1.393785649181989186e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.849504629662775983e+02,1.430571927137868613e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.696826479124943035e+02,1.435458957209012851e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.186911453593312444e+02,1.447607665015400755e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.752010161092732119e+02,1.422992834702900780e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.595297886851400904e+02,1.373175219763769235e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.591812231336078298e+02,1.192093962589188720e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.625191376060234347e+02,9.112765738746045940e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.659878315782120808e+02,9.778548987535528170e+01,9.549999999999999600e-01,1.000000000000000000e+00
2.726291917418610637e+02,1.021444082243659608e+02,9.549999999999999600e-01,1.000000000000000000e+00
2.865095111859290569e+02,9.662637343655570987e+01,9.300000000000000488e-01,1.000000000000000000e+00
3.322215074314124195e+02,9.635192022451711580e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.496729952587826347e+02,1.134366079395762199e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.482399164974536347e+02,1.290753529229937442e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.484331257573311404e+02,1.530265383117476290e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.487009370211252417e+02,1.545237758459511497e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.427452503625707436e+02,1.072279672293220472e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.416064950321023161e+02,5.749355371469804510e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.441377994530146225e+02,5.933998887517697085e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.441877648939993151e+02,6.101553526523468918e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.423343314477136232e+02,6.147989259256940642e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.389660716374262961e+02,7.448943821757811179e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.361847795903991596e+02,7.649755957760530123e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.368231621267786409e+02,7.919012637417881706e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.551135245813531469e+02,1.075652708595774101e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.515705137786723071e+02,1.126948004553297977e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.459972596690024034e+02,1.137211760595250638e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.406848687290575981e+02,1.145471446408201359e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.980258788254478191e+02,8.381901223400898004e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.651984030249664670e+02,8.057868686036675854e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.576291393860392418e+02,8.289594937814631237e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.523751849131155893e+02,8.901328415835718033e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.528314420383321419e+02,9.092334133305864441e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.546590231167132856e+02,9.269081633282404198e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.541370849136097263e+02,1.070009732711547343e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.498070260543771042e+02,1.220203154684826785e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.640773507590575946e+02,1.281349903894481486e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.816638473255193844e+02,1.185446349118133185e+02,9.549999999999999600e-01,1.000000000000000000e+00
2.872100937320916501e+02,1.185446349118133185e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.828977317854190687e+02,1.291621850251755177e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.945856554470697120e+02,1.210161036642371926e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.226438656375933647e+02,1.171167201398982058e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.120152823292547737e+02,1.189914669623139929e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.835489676778883563e+02,1.145910631648422964e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.865327086854885010e+02,1.319693526896879234e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.071235532739926839e+02,1.449473250427177220e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.049150701424906060e+02,1.432669305520941805e+02,8.499999999999999778e-01,1.000000000000000000e+00
2.674608195605479750e+02,1.127928284310694380e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.491126178450950874e+02,1.002430149168093720e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.460653194578017064e+02,1.002430149168093720e+02,8.800000000000000044e-01,1.000000000000000000e+00
3.259192223410419729e+02,1.494531742759448321e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.886436612749548658e+02,1.699233677245735521e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.845733117763683140e+02,2.005948089411035085e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.581189300250987344e+02,1.685209914957727335e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.309278440714976171e+02,1.625451237582003898e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.274517938938238899e+02,1.658407044335123715e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.365071747483671913e+02,1.711840907150840962e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.577485228937463262e+02,1.682109386712597257e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.668954874876141616e+02,1.756124235328302063e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.639697533252605126e+02,1.826497105537578136e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.149830625449821468e+02,1.534158090273842845e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.004388814944567230e+02,1.144090984162649960e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.040948080318473785e+02,9.259733765749443535e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.402645910444208823e+02,9.259733765749443535e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.839019901284303842e+02,1.163054555472720466e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.157098105702283988e+02,1.339523390589579890e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.023139300894491157e+02,1.380546454601742425e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.888917323352214339e+02,1.574782827168475023e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.904483422054304924e+02,1.583733934833351213e+02,9.050000000000000266e-01,1.000000000000000000e+00
2.862670250547837441e+02,1.226675115299404837e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.788977134932432023e+02,9.401351847750902380e+01,9.549999999999999600e-01,1.000000000000000000e+00
2.753503260740138217e+02,8.564020061737980427e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.760587915553700782e+02,9.706851685589776935e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.729311797766845871e+02,1.039497580653412427e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.725090787909716710e+02,1.155797543287362856e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.774319495399229254e+02,1.575881551788297372e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.769877706724508926e+02,1.588035577932124625e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.758069375799020122e+02,1.341291035366470794e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.765647274443593915e+02,1.118572110229570598e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.900506897682197405e+02,1.150293566795350841e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.923670185511368800e+02,1.214067820576422321e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.731241838912585536e+02,1.436365538097496710e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.655235328472646188e+02,1.662203200348685073e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.490944743699625690e+02,1.315315917346525225e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.475922295048661397e+02,1.089039057121620715e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.581319190161738106e+02,9.236658501669471377e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.666942047950669803e+02,9.759939605184804634e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.851731977389928261e+02,9.998084829367262216e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.950186538571397250e+02,9.833260201986983873e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.958258940526139895e+02,7.808356205662312277e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.950051008786670650e+02,5.403111162693436853e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.849174873712648264e+02,7.819227179787208115e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.817615481213736643e+02,8.608013848133647627e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.827590649514716574e+02,8.244273551003161060e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.898963176554686925e+02,8.946320453889538271e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.917750115718249617e+02,1.026880276407683539e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.864315333790254954e+02,1.339230217074675693e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.846207194673334584e+02,1.599678877262972492e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.916019425358479111e+02,1.700560019660480293e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.150874051145078738e+02,1.787995043769114716e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.869035598582404418e+02,1.781966912895763073e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.650268003409177027e+02,1.036695566091795939e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.660101787024444207e+02,9.172886594388859294e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.767110650127194731e+02,9.964016221934249984e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.960351957431048504e+02,1.073341520534507936e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.967134481323835189e+02,9.491212061958543700e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.965292322529016360e+02,9.172136852701055432e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.984501784438270420e+02,8.565637925492472959e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.987839117452113555e+02,9.276741832989256409e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.014486208735196442e+02,9.720398227972241045e+01,9.300000000000000488e-01,1.000000000000000000e+00
3.053052675107266509e+02,1.018964410155521136e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.027578118511984826e+02,1.509909621476290909e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.007220445664235058e+02,1.517416759488971252e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.005882565670064537e+02,1.532795500422911346e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.904473804753403670e+02,1.553868464214514802e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.683581562017446913e+02,1.245092835940646410e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.781942575942251779e+02,1.202703060165127908e+02,8.499999999999999778e-01,1.000000000000000000e+00
3.280065548125525083e+02,1.238389733924538376e+02,7.700000000000000178e-01,1.000000000000000000e+00
3.153250478138295989e+02,1.255090188059215563e+02,7.700000000000000178e-01,1.000000000000000000e+00
2.794056091638353223e+02,1.275579068556123161e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.235064097598223043e+02,1.426141544636088270e+02,8.800000000000000044e-01,1.000000000000000000e+00
1.949506726274228186e+02,1.078222933018332839e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.022721816864436732e+02,1.539198248166031249e+02,8.800000000000000044e-01,1.000000000000000000e+00
2.587400235520150886e+02,1.433896694480878864e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.722920485302356610e+02,1.137311752512597280e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.043185549218913479e+02,9.363778833721235628e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.149038758252468710e+02,5.377672127138836089e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.229709058230476444e+02,1.197112722086766752e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.229709058230476444e+02,1.318516286945448996e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.143351282952677366e+02,9.975757344866553922e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.124502367197869717e+02,9.626573585037084513e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.144485839883223548e+02,1.492691026251078483e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.155797113174931496e+02,1.479994139133002591e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.132464480771045601e+02,1.565251044473585580e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.157105995388909605e+02,1.442494064931313176e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.169543635904928465e+02,1.122941521713175632e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.159682934900881719e+02,9.962330850853879838e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.163601129455158798e+02,9.479826932105068238e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.104561262413618010e+02,8.753495302800872935e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.084850767504871101e+02,9.252895348918764284e+01,9.300000000000000488e-01,1.000000000000000000e+00
3.167291900311726636e+02,1.077663024038850779e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.211063840995698797e+02,1.091926551749401426e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.180740757290681699e+02,1.069488727530299599e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.180261051776398062e+02,1.113672443734326407e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.259763437666476875e+02,1.169403427150638066e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.267684295147183207e+02,1.147033461979749234e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.274553654115049994e+02,1.158762290369119228e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.147667799853049928e+02,1.056202378824024208e+02,9.050000000000000266e-01,1.000000000000000000e+00
3.164294554981385090e+02,9.747349947536993398e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.188346257802099899e+02,9.674551766788071916e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.220949386230674918e+02,9.686750072011447799e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.255667846751098864e+02,9.217648111905390351e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.214766806726361779e+02,2.817799932382791184e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.251375081023226699e+02,7.506324310120990617e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.291246700078187928e+02,1.121388596365315209e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.227803357902095058e+02,1.171411796068847622e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.097778694485081701e+02,9.466389217803400413e+01,9.300000000000000488e-01,1.000000000000000000e+00
3.300775451982987079e+02,8.337481673067487975e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.330754042808868007e+02,7.881093185046258043e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.293970519044058847e+02,9.275646507320230683e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.223783154518164338e+02,9.896767716574206020e+01,8.800000000000000044e-01,1.000000000000000000e+00
3.205331076159910708e+02,9.285322755604751421e+01,8.800000000000000044e-01,1.000000000000000000e+00
2.925084443892926629e+02,9.326231643047373154e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.746896740567451616e+02,8.708633651230660178e+01,9.300000000000000488e-01,1.000000000000000000e+00
2.713125662411731582e+02,5.310771757620572231e+01,9.799999999999999822e-01,1.000000000000000000e+00
2.871061354258238794e+02,7.719202099963121100e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.380671280788956778e+02,1.390711798602053761e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.789436599138323345e+02,1.724480704535721998e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.827765852255097343e+02,2.057832524449040932e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.814788309231754511e+02,2.017098645523110179e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.859644667061257337e+02,2.009876479584915785e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.883341039959992145e+02,1.941129943929206831e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.905643633701999420e+02,1.712295147951354579e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.909359395159767132e+02,1.611115903655433215e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.891274725386703608e+02,1.509297898947721421e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.860922383899510919e+02,1.298700622047736601e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.780032737660001203e+02,1.368483180214836352e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.726429404324321695e+02,1.519025934864638430e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.346683834765190682e+02,1.158367990198736379e+02,8.800000000000000044e-01,1.000000000000000000e+00
3.025262362952994977e+02,1.426030832568537221e+02,8.800000000000000044e-01,1.000000000000000000e+00
3.111278087761122606e+02,2.008998198051604902e+02,9.050000000000000266e-01,1.000000000000000000e+00
3.303770579747953207e+02,1.923755157617323164e+02,8.800000000000000044e-01,1.000000000000000000e+00
3.304092905948953671e+02,1.650864949179961059e+02,8.800000000000000044e-01,1.000000000000000000e+00
3.199412666463068717e+02,1.708574905476679930e+02,8.800000000000000044e-01,1.000000000000000000e+00
3.154518193236337424e+02,1.545781464140694652e+02,9.799999999999999822e-01,1.000000000000000000e+00
3.110948521754550598e+02,5.913470000552408123e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.228859006475611864e+02,5.921924662582893717e+01,9.799999999999999822e-01,1.000000000000000000e+00
3.336072071577166298e+02,1.649235592222248954e+02,9.549999999999999600e-01,0.000000000000000000e+00
3.468775793590881449e+02,2.181679081888318876e+02,8.800000000000000044e-01,1.000000000000000000e+00
3.480379089016487910e+02,2.273999687571327968e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.425998573484848748e+02,2.312298055841068276e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.402200776689044801e+02,2.279668099323474451e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.404239452866466422e+02,2.328636238360604978e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.319463343823098853e+02,2.131119404477218495e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.273621923779922440e+02,2.041080875042144669e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.098887700279278761e+02,1.747411104829378985e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.075385705615553320e+02,2.075009587527730162e+02,9.300000000000000488e-01,1.000000000000000000e+00
3.047341096308916804e+02,2.263387169473811582e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.724416171312753931e+02,1.835169136133805807e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.449305703735461179e+02,1.635104582224061005e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.520907168705186052e+02,1.971706025368771691e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.585531012679979881e+02,2.104997944651157127e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.570486127790206865e+02,2.064498066352188062e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.611872190803062495e+02,2.028359393321615869e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.650934882748801442e+02,1.930891366166726186e+02,9.799999999999999822e-01,1.000000000000000000e+00
2.699033620696837943e+02,1.859491394111505258e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.689081517790807538e+02,1.629742956920172219e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.553598372580376008e+02,1.358842777899991745e+02,9.300000000000000488e-01,1.000000000000000000e+00
2.482761239787736827e+02,1.501631809892269587e+02,8.800000000000000044e-01,1.000000000000000000e+00
